customer_id,customer_count
44649659,1
25300322,1
1357006,1
46049384,1
44759343,1
49186059,1
2480907,1
37275855,2
30826278,1
37876224,1
45364779,1
9210075,1
1543578,1
36553835,1
23852035,1
25065235,1
52878709,1
17920715,1
2013271,1
44842505,1
52068296,1
24748465,1
49298556,1
45120109,1
12418547,1
8656499,1
4709446,1
34033898,1
38394169,1
11815709,1
44712223,1
36886070,1
49107270,1
51415,1
27444541,1
40764829,1
7354745,1
13519509,1
11376183,1
10399766,1
52924881,1
46856361,1
1738606,1
50769244,1
10666309,1
18518698,1
31794201,1
20227024,2
16133964,1
17585787,1
20945414,1
34164325,1
20187473,1
2472422,1
49487168,1
23531615,1
24638258,1
2000976,1
13643077,1
2738211,1
10798240,2
43641061,1
11236572,1
17661896,1
26261316,1
2814234,1
43305549,1
39220448,1
46266,1
9972806,1
7135355,1
43360418,1
15807198,1
51657043,1
38374896,1
44745650,1
18606130,1
46768550,1
19299281,1
42958545,1
41175834,1
46003680,1
43008192,1
15553814,1
3089436,1
16143735,1
21121723,1
28794224,1
3553999,1
24101871,1
37032464,1
3528385,1
40106885,1
12879980,1
9453831,1
3196314,1
2128341,1
8644538,1
45528330,1
33079563,1
3878143,1
10580363,1
14089262,1
2609975,1
23703618,1
2496423,1
50660689,1
26213900,1
2672139,1
14813838,1
48081045,1
52060536,1
37445576,1
14120609,1
48926125,1
2896425,1
2312961,1
2962841,1
8667283,1
4577306,1
12449087,2
7286907,1
45463608,1
41275031,1
46157337,1
7490416,1
28489371,1
14969878,1
52532402,1
33966287,1
22204503,1
25529030,1
9961054,1
9062716,1
51446411,1
10985399,1
51265055,2
4093978,1
19610186,1
40366377,2
42257139,1
7376271,1
47420848,1
7508966,1
18273357,1
11374569,1
11028993,1
49541184,1
15994356,1
51090995,1
44313593,1
6488340,1
42416118,1
34985168,1
15241724,1
16271549,1
34268018,1
19212026,1
7383678,1
27749830,1
37244071,1
52039402,1
44342772,1
26690961,1
42499663,1
23876534,1
7039859,1
36838116,1
24234631,1
33102145,1
53083052,1
29949301,1
34075575,1
13210663,1
21792158,1
35452128,1
51753279,1
40150378,1
29598923,1
51571329,1
45470759,1
16131684,1
50591657,1
20495779,1
31930526,1
5902573,1
42839209,1
52742528,1
43458817,1
22720037,1
26687886,1
52541790,1
51395164,1
47004930,1
23111965,1
36678005,1
50971471,1
50091226,1
7933425,1
2290708,1
20999215,1
21661132,1
45874042,1
13135605,1
47426037,1
28519992,1
7765671,1
15387705,1
12156168,1
11318345,2
33196966,1
14821768,1
6432691,1
38250734,1
10826585,1
38938149,1
35697496,1
25117193,1
50945182,1
47591897,1
48091650,1
35260699,1
52921488,1
18696981,1
39993695,1
47462723,1
14377409,1
25606761,1
38649680,2
51598099,1
33078812,1
43571702,1
52114619,1
50529297,1
13162309,1
22821502,1
51797226,1
14870551,1
32631855,1
44457724,1
22898962,1
5862535,1
30561217,1
15363171,1
22568066,1
24430590,1
14349778,1
9570406,1
7675119,1
22458577,1
41764199,1
40594836,1
14505081,1
34289639,1
17380088,1
42497919,1
51736616,1
51302780,1
19623947,1
29467536,1
17252860,1
23836769,1
52769278,1
41821702,1
39947490,1
29044966,1
31066445,1
40985731,1
46559462,1
8087027,1
34951054,1
12550672,1
14258737,1
10501564,1
17995163,1
10165075,1
47064671,1
46835073,1
42518883,1
10956165,1
7853244,1
5155110,1
20142779,1
26566019,1
13765865,1
19050302,1
22788682,1
47614762,1
10591865,1
39263566,1
35464654,1
47788101,1
16117038,1
50612426,1
19839471,1
24692277,1
17458700,1
23673997,1
40997148,1
36036705,1
13132343,1
51426138,1
10461445,1
27486212,1
33610165,1
53096241,1
52160051,1
39702206,1
30598159,1
18520387,1
14489082,1
13261463,1
20946122,1
14070386,1
7379474,1
23027265,1
43326123,1
30537367,1
10040010,2
37916729,1
25506823,1
20634867,1
20682457,1
50142164,1
24516886,1
44570741,1
10906867,1
7882716,1
8113313,1
47410113,1
36849039,1
41985348,1
20345905,1
28406921,1
12726551,1
11184943,1
17331211,1
23084132,1
38170909,1
20991106,1
13115601,1
19750947,1
35151345,1
9644839,1
28204445,1
16796536,1
19576784,1
45631921,1
30878647,1
30879329,1
12886089,1
38226999,1
16434874,1
48330365,1
10295807,1
20528213,1
19510822,1
36154210,1
19535560,1
30734075,1
13080560,1
30285714,1
14650702,1
28787480,1
41512212,1
41894679,1
49352251,1
17298844,1
44329140,1
51970468,1
34933344,1
31313020,1
14303132,1
48516632,1
52097584,2
22818014,1
41500587,1
14232345,1
40306591,1
13731605,1
14600940,1
51190450,1
36476279,1
10116457,1
29385641,1
50494669,1
40157060,1
44682267,1
22650847,1
50668708,1
37972898,1
45972421,1
16887590,1
18926043,1
49501247,1
11293680,1
14673392,1
27116867,1
20966415,1
42176175,1
26901384,1
11704786,1
43764304,1
51625760,1
45911054,1
22213944,1
23073423,1
12650601,1
36321664,1
22400373,1
13303618,1
42267893,1
28913001,1
46917794,1
20373739,1
17500160,1
11640272,1
17887004,1
38872904,1
27429886,1
45231065,1
37444146,1
10714368,1
50823879,1
27669777,1
17600221,1
48872282,1
32564167,1
27627661,1
11332288,1
51781071,1
27410723,1
47545576,1
14694378,1
31159307,1
13216996,1
46331709,1
48505647,1
13586953,1
34074611,1
12055145,1
13510441,1
48514628,1
12453129,1
12130576,1
28223578,1
50804649,1
40038568,1
21428211,1
38462205,1
41309751,1
30643157,1
24579368,1
29276236,1
33635080,1
14574541,1
52982097,1
16795922,1
50828838,1
49050453,1
52970171,1
11913403,1
31612126,1
30579073,1
37413581,1
24343180,1
36701319,1
51027592,2
42839828,1
17406382,1
12160854,1
35230353,1
47477398,1
22782330,1
23645188,1
49334976,1
34668230,1
14306961,1
52228204,3
1682734,1
8250407,1
14253180,1
15840244,1
26530667,1
466728,1
43477067,1
33902981,1
45985599,1
25371027,1
24500192,1
265004,1
30614211,1
48468763,1
42933447,1
52686176,1
15611015,1
35862306,1
24122213,1
46353069,1
817099,1
344427,1
23020909,1
52385256,1
4963600,1
9693331,1
12251689,1
26277939,1
20859406,1
50830273,1
1093612,1
17328252,1
27415561,1
1246833,1
17915303,1
1678777,1
1454562,1
15289621,1
23580566,1
21503517,1
38825931,1
1868461,1
33183595,1
19927075,1
996062,1
47915865,1
30057133,1
23964014,1
49733306,1
15017839,1
43460708,1
11832466,1
3313733,1
28879932,1
14796609,1
7360342,1
3609106,1
19841974,1
30440047,1
748681,1
36937674,1
45449296,1
19935318,1
19961934,1
2277071,1
14424473,1
373944,1
15699730,1
6554137,1
1590575,1
8527874,1
776084,1
16031020,1
51001899,1
33702330,2
20821253,1
2772818,1
1831280,1
45902180,1
44343593,1
23639846,1
34547392,2
49611593,1
43556016,1
37492446,2
49753167,1
40934208,1
23689181,1
26397079,1
23486888,1
839080,1
41354106,1
1910497,1
37508742,1
48591469,1
9559325,1
24888451,1
1306648,2
1498396,1
24773502,1
37596234,1
359978,1
19444901,1
1441446,1
15107958,1
41281523,1
1625052,1
41182570,1
21085248,1
15386548,1
26417649,1
45847954,1
37580968,1
38660741,1
51152992,1
11091935,1
16703443,1
52642752,1
31647576,1
2012486,1
34934797,2
22180981,1
5647686,1
21227960,1
3880009,1
2211490,1
36784977,1
42460772,2
47097487,1
2067386,1
4242828,1
35706706,1
25387865,1
25469318,1
2067693,1
1147457,1
16187417,1
5947245,2
24302692,1
10019810,1
25260686,1
6772622,1
45084161,1
39356054,1
33771953,1
15286805,1
5200652,1
6654171,1
7465413,1
31068703,2
1714798,1
38712125,1
26580718,1
47442596,1
4464692,1
9653933,1
42873483,1
22693574,1
7631335,1
25863735,1
1684906,1
538406,1
6181383,1
11243174,1
49386205,1
50751460,1
36764676,1
8382420,1
27439913,1
13504324,1
40910097,1
30811261,1
52951681,1
50234508,1
50903412,1
30933187,1
46943848,1
27879137,1
10951248,1
47685436,1
48561888,1
32124468,1
1193698,1
30978051,1
30425951,1
23864885,1
23566786,1
15123379,1
25820562,1
48379490,1
33672462,1
48673551,1
11775305,1
38761071,1
25846178,1
49834642,1
48979457,2
47778070,1
16387759,1
43337434,1
44909850,1
17302426,1
36903603,1
809878,1
50519688,1
2090832,1
16957853,1
23899248,1
40835860,1
11325707,1
12200484,1
661493,1
34623532,1
13110297,1
51943808,1
45575049,1
1384867,1
5714211,1
9670397,1
18891019,1
44691695,1
2158018,1
33512383,1
705396,1
5164483,1
26550234,1
15857786,1
49156486,1
3037301,1
6587350,1
38196525,2
943529,1
39678807,1
29578380,1
11552642,1
45094636,1
15453478,2
35028697,1
51403475,1
17887563,1
18448051,1
1841212,1
22255478,1
29114082,1
12577668,1
51846453,1
8365224,1
21832612,2
21798022,1
23254684,1
22041516,1
40079630,1
10802973,2
1797782,1
2980852,1
18492332,1
39782737,2
41127441,1
44702641,1
15937010,1
1526956,1
33229168,1
45257225,1
10140380,1
3933255,1
29806981,1
5551808,1
12204718,1
15574476,1
51181213,1
22556795,1
27890097,1
1202892,1
28193623,1
9844819,1
4346952,1
51339262,1
45677356,1
41424124,1
11142793,1
44286951,1
31144486,1
2319968,1
1063528,1
41474138,1
6268144,1
1033564,1
8023232,1
44201653,1
12060468,1
1452556,1
21256573,1
44219439,1
24270840,1
45652704,1
5546451,1
31635376,1
52037324,1
47839393,1
40172176,1
13696779,1
34350007,1
4688573,1
24392527,1
31968552,1
2811619,1
41390198,2
41587091,1
21526729,1
4256475,1
46283176,1
44329808,1
1503590,1
4563767,1
42915368,1
2397684,1
2025652,1
13274074,1
10571020,1
36785122,1
1989968,1
26140335,1
21468277,1
50859330,1
22792715,1
39599188,1
45794391,1
3793667,1
24830809,1
23947706,1
34274769,1
34507681,1
32443987,1
1470032,1
5127692,1
15146630,2
28303293,1
9491274,1
50733862,1
49292053,1
30997087,1
37290514,1
13609883,1
11489403,2
10599564,1
22537154,1
51017316,1
36569404,1
3966217,2
10732910,1
1849119,1
16109252,1
10774946,1
51222520,1
4850437,1
40199,1
9517763,1
30921628,2
43462285,1
1101042,1
46740583,1
423571,1
28744834,1
3579431,1
29662865,1
23915932,1
42801097,1
854599,1
27325134,1
20655646,1
12863200,1
52823650,1
2011805,1
45422793,1
17762078,1
1011586,1
42395831,1
43789793,1
48373892,1
41333909,1
49708503,1
21237368,1
45326488,1
46696947,1
38140881,1
47190864,1
14575748,1
35416394,1
43753516,1
14532745,1
3895626,1
36620192,1
23476932,1
39953088,1
45991982,1
13640265,1
39939332,1
37975721,1
37012489,1
49788681,1
5599992,1
5692252,1
42688511,1
16595895,1
11633202,1
45096794,1
34130742,1
14301791,1
24876024,1
6888424,1
46772380,1
11369290,1
30471266,1
27873123,2
20863524,1
15023234,1
3372654,1
41575924,1
42140612,1
21537650,1
32290991,1
25787190,1
32525716,1
45259411,1
38603246,1
24414982,1
11074235,1
50746338,1
47570786,1
40264899,1
33781135,1
14814216,1
50433898,1
40776120,1
11362348,1
2448141,1
16392189,1
50866044,1
4100586,1
16691088,1
17301092,1
31432353,1
27933000,1
52127472,1
15170471,1
15870523,1
26529560,1
33844035,1
44994506,1
11919350,1
30072269,1
11713173,1
13854844,1
16699403,1
50047329,1
30316089,1
45202932,1
32805480,1
49069794,1
11843206,1
7436598,1
51018857,1
2009469,1
25600316,1
50838167,1
7754764,1
2182043,1
11704408,1
25146575,1
34884996,1
30978828,1
16734027,1
28289121,1
26045181,1
24158233,1
45903043,1
34829133,1
12356000,1
48596520,1
10157635,1
33981274,1
6471676,1
23565326,1
47244443,1
29970696,1
51617485,1
45989815,1
36272039,1
27571544,1
42744221,1
15036685,1
26380952,1
45945349,1
26796745,1
22497716,1
26559249,1
12151893,1
40584288,1
36841521,1
28764179,1
2834092,1
17059067,1
33799129,1
45375410,1
24021569,1
48342345,1
45828039,1
20488600,1
6038965,1
23748167,1
9837710,1
31529084,1
36114814,1
49414070,1
48316962,1
48748496,1
8018424,1
52265455,1
12806104,1
24936869,1
41677054,1
48186121,1
41269971,1
34325925,1
11928318,1
12513929,1
7462880,1
36692368,1
49158474,1
40940427,1
22475916,1
14766558,1
32198548,1
10825092,1
18699029,1
16623205,1
44103840,1
42745799,1
17282023,1
19065411,1
43605106,1
9796149,1
24267925,1
7121759,1
44114358,1
22646809,1
37401376,1
26054081,1
15209824,1
16617583,1
17873441,1
15876822,1
11202812,1
29691810,1
15570170,1
38088216,1
46007719,1
8900207,1
11934326,2
32338273,1
27637000,1
42299169,1
12174763,1
15300525,1
39239259,1
11317478,1
44813843,1
12223756,1
7090953,1
8878934,1
9726754,1
15234855,1
12447376,1
11075770,1
25348268,1
42980298,1
10668965,1
24345709,1
19539100,1
16173172,1
11024037,1
48758665,1
36056715,1
38399317,1
43376105,1
42148926,1
10171594,1
52756549,1
7104379,1
29677530,1
14292026,1
51234191,1
35834939,1
33911193,1
23239836,1
44816705,1
53055327,1
16375946,1
16227602,1
15282732,1
31074716,1
43565344,1
15363083,1
17046377,1
15619475,1
37418733,1
10236684,1
21701907,1
13707015,1
47875078,1
11159603,1
42835759,1
14780136,1
14845900,1
39295014,1
38222215,1
52116197,1
12148735,1
22331405,1
17142997,1
48959551,1
44104105,1
20446046,1
49928085,1
15882022,1
25923038,1
28506814,1
44128773,1
47846235,1
22572814,1
24770874,1
49024875,1
51224217,1
52623959,1
36573972,1
34026479,1
33674890,1
13277588,1
20436497,1
47064882,1
19982359,1
19633880,1
13758413,1
10924005,1
19811483,1
45571111,1
24540499,1
24035982,1
47405820,1
31917554,1
19549807,1
52753414,1
23955954,1
31811584,1
42353324,1
36808812,1
12744018,1
27414737,1
12412456,1
13451502,1
34976964,1
27235991,1
46680382,1
37765133,1
31678840,1
22608062,1
48178629,1
40300590,1
46452646,1
14918280,1
25514348,1
37368559,1
25757259,1
34377687,1
52225560,1
37120139,1
37825388,1
30811992,1
20826819,1
43978117,1
10346576,1
38588885,1
16233928,1
28916495,1
21575393,1
36885245,1
35389273,1
52719803,1
48083990,1
52787321,1
50894082,1
31125652,1
49684493,1
52244437,1
32232133,1
38803648,1
14698946,1
17133013,1
38170783,1
10194740,1
50780020,1
44076313,1
40337765,1
47443704,1
11552964,1
12360204,1
39832593,1
17143133,1
50927301,1
20173303,1
51279494,1
43775093,1
26292503,1
25550756,1
41256215,1
42358777,1
37558704,1
48617678,1
19174379,1
43188893,1
31886090,1
51404663,1
28013454,1
30093227,1
40866813,1
15985543,1
28668174,1
36129190,1
39932608,1
12568837,1
21700042,1
44957691,1
35497416,1
23190465,1
19514665,1
50695272,1
23566883,1
51905163,1
42491150,1
31253426,1
29656551,1
14398563,1
17756827,1
13021611,1
52479517,1
17932367,1
51614404,1
14728227,1
5190906,1
11027976,1
51938547,1
22439212,1
1896378,1
1891525,1
10421273,1
50038064,1
11237633,2
6699455,1
18535659,1
489515,1
25204408,1
36032622,1
33761473,1
10570951,1
36036231,1
21610314,1
22491631,1
9592587,1
48864282,1
43375236,1
30260959,1
19157529,1
17416173,1
51715718,1
6595296,1
13442374,1
910826,1
14772053,1
39854593,2
28771326,1
25092107,1
42494220,1
35951215,1
47639357,1
4209451,1
10184351,1
21158636,1
33081583,1
35113174,1
7390858,1
12962865,1
1015767,1
29858887,1
37709533,1
19454386,1
50549783,1
49909335,1
15773478,1
36473834,1
36063801,1
30518002,1
52204025,1
11022744,1
623731,1
41590179,1
2282175,1
17371500,1
15535100,1
32904672,1
20259280,1
10234405,1
13814954,1
6923643,1
26629907,1
13488905,1
638962,1
19389909,1
26015890,1
5241890,1
904502,1
35651047,1
26576065,1
44218150,1
44320394,1
46349952,1
1430778,1
28887948,1
15084284,1
5431244,1
12486382,2
12010092,1
4050063,1
10405320,1
21601503,1
18414008,1
1455760,1
29945305,1
29571549,1
12806200,1
4950556,1
3569373,1
12421913,1
19383419,1
25198016,1
384770,1
37423168,2
1273035,1
47412332,1
14648240,1
46257070,2
41201372,2
41151962,1
37916621,1
1609111,1
22982622,2
981640,1
2680240,1
899365,1
20401390,1
14185203,1
2540722,1
2170620,1
1311676,1
611540,1
8011428,1
1037602,1
15167770,1
2793817,1
773799,1
31051021,1
36527295,1
52980374,1
40116465,1
33145526,2
37671910,1
17104869,1
44076158,1
52436301,1
2021738,1
2429824,1
13025283,1
2393114,1
40926011,1
49172299,1
6538956,1
14489278,1
8078830,1
42644737,1
11186400,1
11814906,1
15780466,1
32781827,1
15190547,1
29666942,2
44159924,1
2112445,1
1627146,1
27542180,1
51377482,1
41238189,1
43514013,1
708828,1
21787738,1
4403418,1
14933627,1
1245145,1
4925188,1
51197469,1
45668280,1
15619709,1
8337145,1
35600652,1
17416127,2
13534970,1
670528,1
729044,1
31029266,1
37207732,1
3586520,1
43606242,1
37645294,3
38435169,1
23305184,1
4885663,1
30500045,1
44568203,1
2734513,1
24704365,1
3199434,1
14917829,1
10970009,1
40371712,1
36026240,1
49922213,1
22630721,1
41203440,1
11818629,1
50019681,3
42020574,1
39952008,1
6761875,1
2325543,1
1861358,1
40114433,1
30055274,1
13664250,1
32375812,1
20834188,2
30652839,1
22446149,1
14497682,1
47879138,1
1972275,1
33903658,1
32660610,1
47038043,1
1599152,1
27568807,1
37459549,1
20562203,1
4590245,1
2017379,1
27958880,1
36466318,1
3844103,1
17137056,1
28692598,1
51242256,2
30391415,1
17750708,1
11460893,1
2766163,1
27494915,1
38698226,1
18314769,1
49726999,1
20047154,1
23527814,1
5555520,1
46687861,1
36544502,1
43477854,1
15715514,1
36036533,1
25403930,1
26067808,1
42298003,1
955481,1
2190011,1
13261487,1
21135100,1
17225115,1
48392347,1
5615492,1
21249710,1
19710884,1
24161873,1
35555245,1
18610970,1
12414031,1
33113863,1
2915428,1
41528186,1
45969803,1
14914758,1
44346417,1
1213125,1
15013762,1
50708344,1
32829450,1
12659079,1
39042053,1
49278891,1
11002503,2
16676630,1
41273564,1
12659815,1
36103388,1
2571125,1
29977138,1
3141079,1
28639115,1
39022408,1
42701751,1
50840001,1
1637126,1
4403647,1
7245201,1
14090175,1
14326214,1
16607970,1
12017844,1
11158710,1
24837164,1
28338682,1
22347603,1
6420064,1
11597085,1
23230426,1
6354467,1
37661328,1
51611985,1
10612979,1
1859893,1
11767414,1
39640020,1
1578301,1
3962239,1
46231680,1
10775421,1
46054019,1
26155519,1
11445666,1
29156781,1
11983814,1
33543067,1
21976256,1
52451242,1
26940103,1
24143591,1
12698785,1
14053451,1
22244667,1
1761795,1
42811386,1
51212153,1
4742375,1
47377095,1
31170852,1
41531396,1
36225042,1
41955923,3
41826763,1
53000361,1
20839517,1
16056645,1
26429905,1
1669519,1
3090955,1
47553607,1
38824357,1
1540768,1
8300401,1
47317130,1
3209648,1
37792151,2
22663662,1
21702012,1
1975015,1
32860985,1
44376982,1
12962025,1
8456441,1
33653233,1
51492065,1
29692431,1
24415980,1
53010549,1
11779071,1
36803008,1
12385863,1
33944686,1
38073033,2
1496818,1
28228057,1
49495552,1
20488082,1
39789279,1
30530806,1
22298573,1
12377097,1
13967062,1
11337098,1
40165212,1
18137785,1
37150767,1
49724008,1
42333147,1
33248031,1
36170311,1
48895250,1
15918065,1
31321921,1
45542567,1
16342812,1
2723913,1
10611615,1
48647818,1
36200257,1
17089453,1
3064671,1
18838747,1
14518824,1
38722245,1
6675987,1
3429310,1
52489810,1
42077194,1
17451658,1
46400919,1
40323750,1
14122293,1
29132409,1
21359257,1
52187321,1
31512366,1
11350307,1
15099853,1
34792915,1
44612700,1
21343361,1
25061626,1
42171502,1
46221301,1
12257425,1
24928920,1
50589131,1
14171397,1
6963742,1
50826793,1
21263049,1
11255066,1
42173491,1
18914197,1
4095312,2
28117840,1
13589289,1
50900326,1
28875182,1
26226338,1
7763209,1
10352203,1
12742718,1
29175424,1
27656448,1
32673634,1
4652786,1
30873870,1
4744068,1
15536142,1
51135794,1
24155978,1
30997900,1
34871004,1
7481299,1
42737186,1
40612890,1
10602090,1
16135642,2
2038582,1
42365904,1
2084547,1
46779688,1
16105706,1
29629953,1
52112006,1
45246096,1
42371031,1
52089695,1
10442256,2
44723539,1
23146402,1
50808398,1
23473690,1
43822441,1
50632191,1
19814541,1
21310288,1
15432290,1
32371376,1
30545883,1
40805942,1
2574635,1
11788678,1
22366889,1
7256494,1
30082833,1
24529530,1
17826809,1
6674071,1
4059453,1
18957858,1
17159803,1
6157679,1
27960473,1
5898270,1
52154988,1
26996218,1
12192793,1
3972330,1
32112125,1
38466996,1
17519310,1
9127644,1
21897834,1
4502542,1
46559116,1
6719505,1
14264226,1
10215002,1
38394173,1
36813384,1
13317974,1
7985849,1
26442770,1
22502493,1
52115722,1
20124933,1
22495120,1
29336670,1
52158164,1
12631236,1
32860902,1
23446124,1
31273801,1
28392628,1
8155913,1
22620500,1
50502178,1
50972670,1
13605082,1
16021879,1
27978743,1
48583613,1
11527600,1
20603054,1
30591023,1
6056221,1
20731799,1
46191685,1
27361244,1
20046080,1
15125356,1
8754335,1
10253745,1
17671819,1
48780253,1
15064571,1
35549454,1
24990651,1
50411097,2
17822876,1
52271388,1
41265656,1
23257658,1
46040804,1
51704246,1
6187572,1
15792188,1
44148938,1
44095488,1
22833865,1
26697041,1
32720565,1
47674969,1
19309885,1
51105274,1
29764479,1
46828524,1
7094333,1
33655811,1
22285038,1
37226495,1
28717887,1
39783476,1
31037734,1
38749795,1
27852304,1
52405325,1
44271684,1
23974032,1
47716071,1
18162604,1
26417386,1
21958289,1
43401087,1
10436208,1
31553736,1
22804957,1
50803856,1
30646439,1
44599518,1
30465500,1
41686954,1
32944653,1
33697470,1
35411263,1
47381345,1
18167369,1
43441748,1
26609039,1
25506559,1
13125284,1
17488578,1
15607735,1
13261210,1
46514224,1
17521911,1
45267144,1
14413646,1
40208332,1
26349889,1
39862224,1
37597638,1
46838281,1
37323503,1
20159359,1
36320957,1
17951631,1
47441758,1
32850571,1
10385471,1
16179404,1
41299829,1
30076761,1
39029809,1
39884245,1
23212104,1
28649971,1
47970656,1
49575100,1
27503749,1
52903382,1
50608604,1
36720344,1
41912120,1
39344170,1
28826070,1
14154235,1
34927029,1
35588734,1
16891055,1
23535301,1
29940738,1
24843125,1
46080958,1
14573516,1
46235780,1
52606132,1
11079448,1
38790738,1
52865375,1
34723945,1
30121129,1
11953219,1
20589288,1
20115963,1
12657042,1
51918603,1
36965311,1
52329515,1
16953783,1
40805457,1
32215389,1
20397053,1
51620037,1
10980642,1
15398068,1
47925238,1
28901645,1
10863349,1
23145962,1
13062893,1
11355064,1
51040116,1
42857414,1
29709353,1
11676093,1
29362121,1
12048065,1
15530003,1
49482100,1
45641195,1
15096603,1
15884659,1
51278925,1
30767522,1
37560869,1
10642227,1
34962477,1
29220125,1
52878968,1
13908732,1
36952461,1
14348548,1
14194526,1
18461050,1
23441107,1
27911572,1
41836883,1
15329135,1
16350388,1
19513030,1
44456576,1
13014081,1
16079679,1
37666458,1
23737756,1
21375881,1
37692627,1
14499602,1
43571349,1
29776821,1
36519919,1
23138993,1
10738255,1
11987599,1
27967372,1
11982658,1
32712577,1
48976105,1
107002,1
1602344,1
22677355,1
10295666,1
46640809,1
35016054,1
1209083,1
16195151,1
1429887,1
15495734,1
13674182,2
9107229,1
37682788,1
30246627,1
52797306,1
41831447,1
50999104,1
14366313,1
5700390,1
175386,1
20352015,1
478426,1
11580682,1
15800284,1
25169240,1
14981956,2
26799335,1
44086587,1
47281394,1
14207122,1
19481797,1
12338740,1
20106335,1
41868742,1
15986249,1
1817816,1
1047972,1
51440498,1
47327816,1
18704051,1
13360509,1
30334678,2
33589594,1
10011056,1
27587764,1
25802082,1
46994208,1
33804233,1
15013403,1
50215401,1
21592777,1
37302717,1
11070947,1
38374439,1
14953236,1
30345773,1
26936743,1
25151266,1
5050191,1
29439019,1
17046418,1
4264374,1
35855131,1
24033310,1
44723922,1
35496491,1
35614230,1
11171896,1
25793263,1
1392948,1
34588773,1
35974302,1
16043411,1
2322494,1
30452007,1
43532233,1
34990904,1
43783356,1
17880678,1
30957445,1
50826240,1
4754765,1
11096376,1
42147575,1
46464387,1
9103791,1
19504950,1
1847956,1
37013709,1
32752710,1
1640012,1
51086593,2
36934202,1
33017752,1
37222240,1
13196287,1
16992643,2
28519192,1
5969741,1
12375660,1
43381444,1
2013728,1
2340703,1
44345298,1
1457653,1
47848895,1
14251713,1
46428069,1
13394792,1
44181541,1
3321152,1
39956743,1
40685315,1
34432088,1
49214528,1
46001880,1
5951525,1
